name,num_code,year,age,sex,population
Kenya,404,2035,17,male,850724.8
Kenya,404,2035,18,female,841150.4
Kenya,404,2035,18,male,853442.4
Kenya,404,2035,19,female,756866.88
Kenya,404,2035,19,male,766925.92
Kenya,404,2035,20,female,743245.6
Kenya,404,2035,20,male,752386.4
Kenya,404,2035,21,female,689957.92
Kenya,404,2035,21,male,697353.6
Kenya,404,2035,22,female,650557.92
Kenya,404,2035,22,male,656486.4
Kenya,404,2035,23,female,644422.72
Kenya,404,2035,23,male,649549.6
Kenya,404,2035,24,female,658015.84
Kenya,404,2035,24,male,662724
Kenya,404,2035,25,female,658733.12
Kenya,404,2035,25,male,662768.96
Kenya,404,2035,26,female,653466.72
Kenya,404,2035,26,male,656744.64
Kenya,404,2035,27,female,645025.92
Kenya,404,2035,27,male,647337.44
Kenya,404,2035,28,female,631678.72
Kenya,404,2035,28,male,632703.84
Kenya,404,2035,29,female,615095.52
Kenya,404,2035,29,male,614645.12
Kenya,404,2035,30,female,598591.84
Kenya,404,2035,30,male,596709.6
Kenya,404,2035,31,female,581400.32
Kenya,404,2035,31,male,578071.84
Kenya,404,2035,32,female,565131.52
Kenya,404,2035,32,male,560545.44
Kenya,404,2035,33,female,550887.52
Kenya,404,2035,33,male,545353.44
Kenya,404,2035,34,female,537788.8
Kenya,404,2035,34,male,531519.68
Kenya,404,2035,35,female,524352.48
Kenya,404,2035,35,male,517328.8
Kenya,404,2036,15,female,480217.376
Kenya,404,2036,15,male,487873.344
Kenya,404,2036,16,female,702795.872
Kenya,404,2036,16,male,713946.88
Kenya,404,2036,17,female,842599.072
Kenya,404,2036,17,male,855669.6
Kenya,404,2036,18,female,846294.912
Kenya,404,2036,18,male,858745.92
Kenya,404,2036,19,female,762032.768
Kenya,404,2036,19,male,772204.256
Kenya,404,2036,20,female,750615.04
Kenya,404,2036,20,male,759932.192
Kenya,404,2036,21,female,698534.24
Kenya,404,2036,21,male,706117.952
Kenya,404,2036,22,female,659653.76
Kenya,404,2036,22,male,665780.032
Kenya,404,2036,23,female,652977.44
Kenya,404,2036,23,male,658309.152
Kenya,404,2036,24,female,665419.52
Kenya,404,2036,24,male,670340.672
Kenya,404,2036,25,female,665066.944
Kenya,404,2036,25,male,669318.816
Kenya,404,2036,26,female,658514.176
Kenya,404,2036,26,male,661994.24
Kenya,404,2036,27,female,649796.896
Kenya,404,2036,27,male,652345.12
Kenya,404,2036,28,female,637812.256
Kenya,404,2036,28,male,639184.8
Kenya,404,2036,29,female,623589.728
Kenya,404,2036,29,male,623637.024
Kenya,404,2036,30,female,609249.792
Kenya,404,2036,30,male,608003.008
Kenya,404,2036,31,female,594354.144
Kenya,404,2036,31,male,591811.488
Kenya,404,2036,32,female,579594.784
Kenya,404,2036,32,male,575843.808
Kenya,404,2036,33,female,565525.024
Kenya,404,2036,33,male,560717.088
Kenya,404,2036,34,female,551756.256
Kenya,404,2036,34,male,546004.608
Kenya,404,2036,35,female,537730.656
Kenya,404,2036,35,male,531031.296
Kenya,404,2037,15,female,482905.632
Kenya,404,2037,15,male,490657.408
Kenya,404,2037,16,female,706672.544
Kenya,404,2037,16,male,717976.16
Kenya,404,2037,17,female,847363.744
Kenya,404,2037,17,male,860614.4
Kenya,404,2037,18,female,851439.424
Kenya,404,2037,18,male,864049.44
Kenya,404,2037,19,female,767198.656
Kenya,404,2037,19,male,777482.592
Kenya,404,2037,20,female,757984.48
Kenya,404,2037,20,male,767477.984
Kenya,404,2037,21,female,707110.56
Kenya,404,2037,21,male,714882.304
Kenya,404,2037,22,female,668749.6
Kenya,404,2037,22,male,675073.664
Kenya,404,2037,23,female,661532.16
Kenya,404,2037,23,male,667068.704
Kenya,404,2037,24,female,672823.2
Kenya,404,2037,24,male,677957.344
Kenya,404,2037,25,female,671400.768
Kenya,404,2037,25,male,675868.672
Kenya,404,2037,26,female,663561.632
Kenya,404,2037,26,male,667243.84
Kenya,404,2037,27,female,654567.872
Kenya,404,2037,27,male,657352.8
Kenya,404,2037,28,female,643945.792
Kenya,404,2037,28,male,645665.76
Kenya,404,2037,29,female,632083.936
Kenya,404,2037,29,male,632628.928
Kenya,404,2037,30,female,619907.744
Kenya,404,2037,30,male,619296.416
Kenya,404,2037,31,female,607307.968
Kenya,404,2037,31,male,605551.136
Kenya,404,2037,32,female,594058.048
Kenya,404,2037,32,male,591142.176
Kenya,404,2037,33,female,580162.528
Kenya,404,2037,33,male,576080.736
Kenya,404,2037,34,female,565723.712
Kenya,404,2037,34,male,560489.536
Kenya,404,2037,35,female,551108.832
Kenya,404,2037,35,male,544733.792
Kenya,404,2038,15,female,485593.888
Kenya,404,2038,15,male,493441.472
Kenya,404,2038,16,female,710549.216
Kenya,404,2038,16,male,722005.44
Kenya,404,2038,17,female,852128.416
Kenya,404,2038,17,male,865559.2
Kenya,404,2038,18,female,856583.936
Kenya,404,2038,18,male,869352.96
Kenya,404,2038,19,female,772364.544
Kenya,404,2038,19,male,782760.928
Kenya,404,2038,20,female,765353.92
Kenya,404,2038,20,male,775023.776
Kenya,404,2038,21,female,715686.88
Kenya,404,2038,21,male,723646.656
Kenya,404,2038,22,female,677845.44
Kenya,404,2038,22,male,684367.296
Kenya,404,2038,23,female,670086.88
Kenya,404,2038,23,male,675828.256
Kenya,404,2038,24,female,680226.88
Kenya,404,2038,24,male,685574.016
Kenya,404,2038,25,female,677734.592
Kenya,404,2038,25,male,682418.528
Kenya,404,2038,26,female,668609.088
Kenya,404,2038,26,male,672493.44
Kenya,404,2038,27,female,659338.848
Kenya,404,2038,27,male,662360.48
Kenya,404,2038,28,female,650079.328
Kenya,404,2038,28,male,652146.72
Kenya,404,2038,29,female,640578.144
Kenya,404,2038,29,male,641620.832
Kenya,404,2038,30,female,630565.696
Kenya,404,2038,30,male,630589.824
Kenya,404,2038,31,female,620261.792
Kenya,404,2038,31,male,619290.784
Kenya,404,2038,32,female,608521.312
Kenya,404,2038,32,male,606440.544
Kenya,404,2038,33,female,594800.032
Kenya,404,2038,33,male,591444.384
Kenya,404,2038,34,female,579691.168
Kenya,404,2038,34,male,574974.464
Kenya,404,2038,35,female,564487.008
Kenya,404,2038,35,male,558436.288
Kenya,404,2039,15,female,488282.144
Kenya,404,2039,15,male,496225.536
Kenya,404,2039,16,female,714425.888
Kenya,404,2039,16,male,726034.72
Kenya,404,2039,17,female,856893.088
Kenya,404,2039,17,male,870504
Kenya,404,2039,18,female,861728.448
Kenya,404,2039,18,male,874656.48
Kenya,404,2039,19,female,777530.432
Kenya,404,2039,19,male,788039.264
Kenya,404,2039,20,female,772723.36
Kenya,404,2039,20,male,782569.568
Kenya,404,2039,21,female,724263.2
Kenya,404,2039,21,male,732411.008
Kenya,404,2039,22,female,686941.28
Kenya,404,2039,22,male,693660.928
Kenya,404,2039,23,female,678641.6
Kenya,404,2039,23,male,684587.808
Kenya,404,2039,24,female,687630.56
Kenya,404,2039,24,male,693190.688
Kenya,404,2039,25,female,684068.416
Kenya,404,2039,25,male,688968.384
Kenya,404,2039,26,female,673656.544
Kenya,404,2039,26,male,677743.04
Kenya,404,2039,27,female,664109.824
Kenya,404,2039,27,male,667368.16
Kenya,404,2039,28,female,656212.864
Kenya,404,2039,28,male,658627.68
Kenya,404,2039,29,female,649072.352
Kenya,404,2039,29,male,650612.736
Kenya,404,2039,30,female,641223.648
Kenya,404,2039,30,male,641883.232
Kenya,404,2039,31,female,633215.616
Kenya,404,2039,31,male,633030.432
Kenya,404,2039,32,female,622984.576
Kenya,404,2039,32,male,621738.912
Kenya,404,2039,33,female,609437.536
Kenya,404,2039,33,male,606808.032
Kenya,404,2039,34,female,593658.624
Kenya,404,2039,34,male,589459.392
Kenya,404,2039,35,female,577865.184
Kenya,404,2039,35,male,572138.784
Kenya,404,2040,15,female,490970.4
Kenya,404,2040,15,male,499009.6
Kenya,404,2040,16,female,718302.56
Kenya,404,2040,16,male,730064
Kenya,404,2040,17,female,861657.76
Kenya,404,2040,17,male,875448.8
Kenya,404,2040,18,female,866872.96
Kenya,404,2040,18,male,879960
Kenya,404,2040,19,female,782696.32
Kenya,404,2040,19,male,793317.6
Kenya,404,2040,20,female,780092.8
Kenya,404,2040,20,male,790115.36
Kenya,404,2040,21,female,732839.52
Kenya,404,2040,21,male,741175.36
Kenya,404,2040,22,female,696037.12
Kenya,404,2040,22,male,702954.56
Kenya,404,2040,23,female,687196.32
Kenya,404,2040,23,male,693347.36
Kenya,404,2040,24,female,695034.24
Kenya,404,2040,24,male,700807.36
Kenya,404,2040,25,female,690402.24
Kenya,404,2040,25,male,695518.24
Kenya,404,2040,26,female,678704
Kenya,404,2040,26,male,682992.64
Kenya,404,2040,27,female,668880.8
Kenya,404,2040,27,male,672375.84
Kenya,404,2040,28,female,662346.4
Kenya,404,2040,28,male,665108.64
Kenya,404,2040,29,female,657566.56
Kenya,404,2040,29,male,659604.64
Kenya,404,2040,30,female,651881.6
Kenya,404,2040,30,male,653176.64
Kenya,404,2040,31,female,646169.44
Kenya,404,2040,31,male,646770.08
Kenya,404,2040,32,female,637447.84
Kenya,404,2040,32,male,637037.28
Kenya,404,2040,33,female,624075.04
Kenya,404,2040,33,male,622171.68
Kenya,404,2040,34,female,607626.08
Kenya,404,2040,34,male,603944.32
Kenya,404,2040,35,female,591243.36
Kenya,404,2040,35,male,585841.28
